Board_ID,Voltage_Input_V,Voltage_5V_Out,Voltage_3V3_Out,Ripple_5V_mV,Ripple_3V3_mV,Current_Draw_mA,Temperature_Reg_C,Clock_Freq_MHz
N001,12.024835707650562,4.9716925851589915,3.305366810405224,10.342009978155856,5.608358511808449,149.6308877376582,43.5139772332907,15.99973863848974
N002,11.993086784941442,4.991587093544693,3.308411767895523,10.879637919606061,7.1009374655693405,154.54708320235065,40.15566935164475,16.00052450461292
N003,12.032384426905034,4.993145709669465,3.316245768647629,13.494587210246523,8.007865549577275,138.0071621309043,43.73921184021132,15.999647828154728
N004,12.0761514928204,4.983954454615567,3.3158070307805234,13.22074053086693,8.070470890647114,147.81484618345286,44.7112757176099,15.999295769351818
N005,11.988292331263834,4.99677428576668,3.2793349594806434,11.958196812071703,7.324901792781135,141.74678715439086,42.826869806447405,15.999221685413238
N006,11.988293152152542,5.00808101713629,3.2859326244012728,12.234654766617563,8.934274898521249,142.5643730811765,45.75359162511613,16.000303004975674
N007,12.07896064077537,5.0377237180242105,3.3077255290081298,14.555329791576849,6.398569355926108,142.03803037880564,40.45242160179286,15.999359785323751
N008,12.038371736457645,5.003491556256637,3.307706789263683,10.81685722232834,7.7864307724680595,140.68004615160092,39.51069059337716,16.000877397090992
N009,11.976526280703252,5.005151007814455,3.3077257152945907,13.094194762340075,8.180443447567848,145.24260813972413,38.44255950219144,15.998959035296059
N010,12.027128002179298,4.9985110816846765,3.3577909723598207,11.595614695132213,8.771658251088123,140.8452494179448,44.992088622978365,16.000848228184147
N011,11.976829115359378,4.961624575694019,3.308563357660397,11.564637593545559,9.067422317133335,146.35228412889919,43.30873131270812,16.0001055087336
N012,11.976713512321487,4.999469722491016,3.317033484602709,14.19755370397438,6.313036862243196,144.7488094527543,41.88883065817909,15.999951643444065
N013,12.012098113578302,5.00120460419882,3.314310026452398,13.65083269797606,5.698828743896566,143.80525976566796,42.55993725263964,15.999727540456595
N014,11.90433598776711,5.0492648422497055,3.309770868769587,13.627019272001277,9.916515232847765,140.462181689792,39.74902190540325,16.000199568057177
N015,11.913754108374349,4.996152780704378,3.2952709613303948,14.610957614308658,8.498471017969388,142.11614334715833,46.89150395923365,15.999981182648787
N016,11.97188562353795,5.006030946846672,3.311384538307399,12.042007683265519,6.87727019516517,148.7769561291288,42.25844236395046,16.00055165094101
N017,11.949358443983279,4.999305764605895,3.2884076217819365,13.363905942589927,10.326727963283783,147.5045859381219,42.218789589209784,16.00005711382433
N018,12.015712366629764,4.976626439247609,3.2964477208989,11.379466486813088,8.173511951439288,140.11222377600726,43.451533247797386,16.000075150880733
N019,11.954598796223939,5.022856456290301,3.292719546782563,12.648332704976884,9.76894577609574,145.49666152714613,42.96201846347343,15.999818193893892
N020,11.929384814933236,5.015038660653736,3.3012281120907945,11.73971389126463,8.101277722115164,148.75693561685895,42.44776804855826,15.999971527188139
N021,12.073282438446078,5.015820638940861,3.3347198785001027,12.193991929985437,11.09112188732298,136.65297359439313,40.419051089109374,16.000153900884445
N022,11.988711184975672,4.981812250904105,3.2719910221111235,13.190314050873827,10.633011263664807,147.71680096189968,42.942936714271994,15.999144915803672
N023,12.003376410234397,5.028055886218722,3.3102939028556175,10.363558633533055,7.62655377728139,141.68688120527077,45.764048992950066,15.999325907288947
N024,11.928762590689328,4.971962978744155,3.275809261932155,16.18477455137092,9.457356426431533,147.8529933429658,44.690840092309955,16.00037163204701
N025,11.97278086377374,5.011737141876005,3.292921022013158,9.987965237000596,8.968063924377722,141.1837042172874,45.186373253278795,16.000085432719064
N026,12.005546129485493,5.0438091125161995,3.31633425895451,9.571622774424537,10.052947336298523,135.9755894966774,40.97756864713763,15.999908008331824
N027,11.942450321128884,4.980189273497386,3.300964200286432,14.316221747000135,6.552614809129843,136.86228781058418,40.02079035948284,16.000009216966532
N028,12.018784900917284,4.988674045407945,3.28383382833106,13.583325387925871,9.02907718999766,145.24042473330692,41.7484261598007,16.00017379085268
N029,11.96996806550406,5.0019930273017525,3.2892704443611005,13.24823963410431,9.587636730274381,146.29861250860742,42.11144982457739,15.999730120159846
N030,11.985415312510336,4.989930486917676,3.31019396623402,13.25669101852856,5.361890770365329,140.47841687447794,44.1883830369419,15.9996108476373
N031,11.96991466938853,4.968986731378678,3.2890445005242426,11.97550645430617,6.225112231001337,148.19296229388686,38.61507074057036,16.00009792262755
N032,12.092613909225447,5.00137125949612,3.3032468788437295,10.205491257028337,4.941151733359849,136.6923996886552,45.05910063892123,15.999510813611192
N033,11.999325138763103,4.978753925725478,3.3006835775985572,12.151609116387453,7.595889748333163,144.66960100676343,41.68398420284202,16.000204126377856
N034,11.947114453552205,5.009471848612703,3.2902259947859127,10.645676576975777,9.076313383693943,138.9449190011877,41.14623786010516,15.99914870819788
N035,12.041127245605159,4.981611515315324,3.3321591613398795,13.950239466835502,10.253535578144042,141.7408194609892,39.97579124947966,16.000514577818663
N036,11.938957817501448,5.030998688100351,3.3095087853347698,11.705885236995723,8.111142170629662,145.23699335658208,38.69028665626846,16.000236298741207
N037,12.010443179750238,4.984334934153275,3.2696228612001357,10.349005606414977,10.442923318356938,140.69793317358022,43.64634116792383,16.00012801486716
N038,11.902016493806011,4.993558769675887,3.302796814721541,11.357228316694012,5.929847812677663,143.07722227885088,42.14663593437681,16.000491345491973
N039,11.93359069755508,5.016270344347394,3.290073203028474,12.82586290855125,5.4449263409672675,150.03146404607222,39.42007820051789,16.000832737222233
N040,12.009843061793456,4.975382713671321,3.312786500021943,10.87255089439205,7.916678451655072,142.11554065238425,39.40984245587277,16.000507185032507
N041,12.036923328999771,5.004549198692082,3.288112188923509,10.355559208867136,8.576098173408962,149.1784605603257,41.32843060141975,15.999079562884335
N042,12.008568414059498,5.026142855085649,3.2982789533779964,12.487374422983825,7.95095787785886,139.35146572671192,45.33804305057878,15.999360211516633
