Board_ID,Voltage_Input_V,Voltage_5V_Out,Voltage_3V3_Out,Ripple_5V_mV,Ripple_3V3_mV,Current_Draw_mA,Temperature_Reg_C,Clock_Freq_MHz
F001,12.024835707650562,4.99560656224325,3.28537977494659,10.4149585231346,8.145493947489078,137.02786170602818,41.74416481703847,16.000144887428448
F002,11.993086784941442,5.007142251430235,3.3118062690561367,11.770527117066202,8.892735538155371,142.00312488523113,40.08891911879915,16.001037700399323
F003,12.032384426905034,5.0295578808948305,3.3173789336851107,13.009974557960915,6.7726689751497915,145.0262184985909,38.78710735948486,16.000435562351715
F004,12.0761514928204,4.989634595634527,3.2876897652247243,13.731510388340244,11.138580913528191,145.23490296882372,42.406927271734446,15.999836988233916
F005,11.988292331263834,4.983830127942136,3.314450641938665,9.599407185888447,6.4909739277504475,142.74967264260377,40.48729850943139,16.000600606961083
F006,11.988293152152542,4.9899648591283094,3.306191713904047,11.330997528318104,6.1787170808184015,148.1142496617375,39.155492580804655,15.99979596231349
F007,12.07896064077537,5.018308042354041,3.3123309023999172,11.050109377678087,9.737166310250101,139.66189785308703,40.706854231514946,15.99898093773241
F008,12.038371736457645,5.006575022193194,3.328451894739809,10.693341534852577,9.187494040944404,144.28810257489354,39.83690399277121,15.999495956844541
F009,11.976526280703252,4.989404795924659,3.2963191782599566,15.530908480562193,8.936179725578233,145.6014781585595,45.37428327014513,15.999064604039487
F010,12.027128002179298,5.0102653486622675,3.2886939575346377,12.80996342192191,8.94251826389642,147.57219417029376,43.7632795138989,15.99982424325798
F011,11.976829115359378,5.0019415509869605,3.286657283555617,9.47823209132991,7.981629840729628,148.55807439044446,41.98405471736677,16.000009209189596
F012,11.976713512321487,5.019372899810658,3.2877628457255184,13.835723894109552,6.654118442771253,139.37678954081065,44.95988827778005,16.00083821865614
F013,12.012098113578302,4.985958938122453,3.2988434743587884,16.244312394025265,8.11370683729059,137.3294291463219,42.154736615295235,16.00016346368688
F014,11.90433598776711,4.993446757068044,3.3051172796222494,14.064930521102294,6.984257432731832,151.38838410949253,40.27743159734347,15.999890449735595
F015,11.913754108374349,4.9921578369373565,3.30415036198995,8.961260068091974,9.462679600126627,146.66157005989797,45.04624815453931,16.000414702790593
F016,11.97188562353795,4.9707297010373575,3.31240774873554,11.031531854267497,7.779413927746792,141.25756731721722,43.07782008736932,15.998894432345496
F017,11.949358443983279,5.005922405541291,3.3001950283781682,14.533822298373245,6.761754204811233,152.7557598776126,39.925507691347086,16.000117807279054
F018,12.015712366629764,5.0052211054435976,3.3218030111573595,10.584661068762438,7.51792123752051,145.5783731714643,41.61932264383278,16.000385432596943
F019,11.954598796223939,5.000102269132849,3.2960301475014306,12.887638856292456,8.619397181413436,150.89648592031912,40.248763493230484,15.99926070687711
F020,11.929384814933236,4.995308257332497,3.340802537498844,13.549268106858673,7.154413170794038,145.33759240705055,39.23440053807133,16.000571877021603
F021,12.073282438446078,4.9716925851589915,3.309385010216475,10.146139056843834,6.766669406650353,155.30373962440993,43.85235509506328,16.000169248203747
F022,11.988711184975672,4.991587093544693,3.2871426366537557,11.8809492878764,8.365530817237868,153.77670421221603,45.81883328094026,15.99979235604305
F023,12.003376410234397,4.993145709669465,3.283936612529083,5.517465319861855,8.367449856663084,143.75517925760462,39.20286485236172,16.000316390933055
F024,11.928762590689328,4.983954454615567,3.3072370862286475,9.95122471733142,7.239585236943306,149.85785475477178,43.12593847338114,16.001135346428903
F025,11.97278086377374,4.99677428576668,3.296648058220112,11.49486369721368,7.2934425415725155,148.22687974792575,40.69871486175634,16.00009093312753
F026,12.005546129485493,5.00808101713629,3.310710007411381,9.504433636070301,8.348074906036455,151.84315778766174,41.02574923247061,16.00012411029315
F027,11.942450321128884,5.0377237180242105,3.307098564368603,15.26482260786327,5.8278734877540135,140.17538269709948,40.81521215152226,15.99977031955023
F028,12.018784900917284,5.003491556256637,3.2989075663101466,9.139717244078735,5.888804338435167,148.4302572999922,40.27201846064037,15.999575077815267
F029,11.96996806550406,5.005151007814455,3.287298094228974,11.119911026606033,6.922333668121346,150.29212243424794,42.09704325588965,16.000415167908272
F030,11.985415312510336,4.9985110816846765,3.2772772916297117,12.261481154572182,7.6798292724322295,136.20630256788442,40.33809976717792,15.999571958087046
F031,11.96991466938853,4.961624575694019,3.2933022757189945,14.882546578132231,8.466361348397006,139.08370743667112,42.54091365155968,16.00003578311861
F032,12.092613909225447,4.999469722491016,3.312845981914852,9.128275697641122,10.213034325424328,134.8038391111995,41.89952378110173,15.999761171276617
F033,11.999325138763103,5.00120460419882,3.303211406161953,14.32632750430992,9.286489434803029,143.65296582777722,41.52210390626718,16.00023948991287
F034,11.947114453552205,5.0492648422497055,3.28131391831932,12.020466122039174,7.7600922050548595,148.5877112789798,40.18487267591681,16.000166831052642
F035,12.041127245605159,4.996152780704378,3.3025977138877676,10.036982697904097,7.971475688145967,152.51178526048014,40.84645733886333,16.00051876997213
F036,11.938957817501448,5.006030946846672,3.3057797606959323,12.92420694852654,6.496205953043287,145.37047390209887,43.510782451651515,15.999744991800572
F037,12.010443179750238,4.999305764605895,3.286742138456983,12.39811939114694,7.972230296011415,153.14307772785645,43.00183437524876,15.999865062532354
F038,11.902016493806011,4.976626439247609,3.3023058765891826,10.79956624568241,7.567012041619792,138.09949270892554,40.044889510402896,15.999510618142109
F039,11.93359069755508,5.022856456290301,3.3008731307766896,12.139604169980037,8.484077840507133,136.48308780322424,42.19866461085845,15.999777853369961
F040,12.009843061793456,5.015038660653736,3.2828554455325403,11.22937280627648,6.759153584671516,144.7222615055169,43.50277424674358,16.00018865024652
F041,12.036923328999771,5.015820638940861,3.305366810405224,12.227034690502496,8.779019771361758,146.92032724469652,38.66118943775726,16.000378494308322
F042,12.008568414059498,4.981812250904105,3.308411767895523,13.324261349042093,10.299108369503866,144.83652625952953,43.08672038475987,15.999538917337912
F043,11.994217585880588,5.028055886218722,3.316245768647629,15.172033632290704,7.8368597773147135,134.66278949980062,40.6747524821083,16.000434802960054
F044,11.984944815220535,4.971962978744155,3.3158070307805234,9.524369002346301,8.602567583148412,144.55439980243605,43.14119733718632,16.000677818929404
F045,11.92607390048163,5.011737141876005,3.2793349594806434,16.266066749312532,9.03521598756667,138.47765249747573,40.473481686914965,16.00020671745161
F046,11.964007789580265,5.0438091125161995,3.2859326244012728,8.095824400954996,7.398169292171246,148.3483627441502,38.390235798670965,16.00093839790628
F047,11.97696806145201,4.980189273497386,3.3077255290081298,11.696429809928834,8.336138722715624,146.83299123048425,38.74491512423367,15.999613105400448
F048,12.052856111310946,4.988674045407945,3.307706789263683,13.176634412969154,8.018888601172693,140.30060106836322,42.09616989332277,15.999377672648345
F049,12.017180914478423,5.0019930273017525,3.3077257152945907,12.561983735470065,8.146514147823247,142.43066541331655,42.51944500344296,15.999110639875548
F050,11.911847992231863,4.989930486917676,3.3577909723598207,10.754600960358813,6.8404853242168,139.70393239055525,40.191366749791186,16.000748022155744
F051,12.01620419846974,4.968986731378678,3.308563357660397,11.58375549928545,8.036765261388414,144.68660451363414,43.27718491755475,16.000327182828176
F052,11.980745885979184,5.00137125949612,3.317033484602709,11.013998130682335,8.746997436868174,149.7757116025062,38.67695987546208,15.999972207664545
F053,11.966153899984702,4.978753925725478,3.314310026452398,10.821270486111576,10.176715411692562,140.07136976832228,41.86784040270537,16.00013998431316
F054,12.030583814442043,5.009471848612703,3.309770868769587,13.69920419404205,9.43890623912781,147.5202325775892,39.577967600475084,15.999437255476352
F055,12.051549976124798,4.981611515315324,3.2952709613303948,12.714030971930095,11.229773686267334,142.3487119081378,40.696327784395685,16.001222875989807
F056,12.04656400595581,5.030998688100351,3.311384538307399,10.614180809478691,6.848978655667926,141.03563583868828,42.09479734263283,16.00006461059099
F057,11.958039123838867,4.984334934153275,3.2884076217819365,13.799199750866501,9.308480955081016,144.4648482002272,40.27917326943209,16.000054697397303
F058,11.984539381207439,4.993558769675887,3.2964477208989,12.614599041753218,8.275013008607528,139.82378838790314,41.23088891154035,16.00036288331195
F059,12.016563171570178,5.016270344347394,3.292719546782563,13.62572423767792,11.28470439982651,142.2317534732641,44.01258561842888,16.000240504615867
F060,12.048777256356118,4.975382713671321,3.3012281120907945,13.259257683847224,6.787552571967273,139.01061053705575,40.8462162609537,16.00011194201214
F061,11.976041288107735,5.004549198692082,3.3347198785001027,10.342009978155856,6.740417236728836,154.82362566458195,43.671384224130286,15.999604762772277
F062,11.99071705116681,5.026142855085649,3.2719910221111235,10.879637919606061,7.1009110318339665,145.17631775985865,39.74058629068476,16.000235734178567
F063,11.944683251299699,4.967850335308776,3.3102939028556175,13.494587210246523,4.81415641353529,141.50137246003706,43.05960835583056,16.000941012248237
F064,11.940189668795966,5.003692677170646,3.275809261932155,13.22074053086693,7.211367467478858,146.06989955367112,44.8831372413158,16.00067271002308
F065,12.04062629111971,5.0051976558849685,3.292921022013158,11.958196812071703,6.861301007669454,144.43835975154585,37.05671099974542,16.00079659331332
F066,12.06781200142854,5.015636457435546,3.31633425895451,12.234654766617563,8.225590679714312,143.89515200233387,40.406209489059044,15.999744392161784
F067,11.996399493920983,4.975260985782438,3.300964200286432,14.555329791576849,8.512633963665738,148.07083350021713,43.15414425436108,15.99950519758987
F068,12.0501766448946,4.973590867738315,3.28383382833106,10.81685722232834,10.814256258823828,148.78753855023652,41.59390922791401,15.99993710653995
F069,12.018081801252382,5.010438831312338,3.2892704443611005,13.094194762340075,9.425635757279075,142.34749426194736,42.742291746742616,16.000027862456143
F070,11.967744012269744,5.005939693464664,3.31019396623402,11.595614695132213,7.134644516506396,142.1209087967766,40.79202962656836,16.000547095759234
F071,12.01806978027542,5.005009857006917,3.2890445005242426,11.564637593545559,6.652377992977463,143.62474151424178,42.1731795749458,15.999153767685142
F072,12.0769018283233,5.00692896418994,3.3032468788437295,14.19755370397438,8.73787875725976,133.49039417632207,41.68864552921584,16.00076477515973
F073,11.998208698044502,4.98639950556843,3.3006835775985572,13.65083269797606,6.019650189469036,137.42404468900725,44.335564123319614,15.99992099605071
F074,12.0782321827907,5.0046450739432204,3.2902259947859127,13.627019272001277,10.74718814878153,151.83437133722262,42.50884168660242,15.999786559465026
F075,11.869012744795512,5.005861449465973,3.3321591613398795,14.610957614308658,9.769160181081931,153.22483856750642,42.675205324150404,15.99949394781237
F076,12.041095125218762,4.985712971639472,3.3095087853347698,12.042007683265519,7.296236521842943,143.7548198022181,41.176246067755066,15.999172571664067
F077,12.004352353411909,5.037315490222895,3.2696228612001357,13.363905942589927,5.430298206363684,147.88278481527882,41.02478755185501,16.00041158529198
F078,11.985049632476706,5.009476658418236,3.302796814721541,11.379466486813088,10.030808561248119,146.55625077271768,41.13488362436076,16.000036658983593
F079,12.004588038826775,4.976173930055947,3.290073203028474,12.648332704976884,7.828190232121073,160.3944040422762,42.78890428475659,15.99935501955013
F080,11.900621554269955,5.013131072172676,3.312786500021943,11.73971389126463,9.856724467960193,150.59787455717287,41.158031038359475,15.999352460613968
F-T01,11.992882057864902,4.193096914086992,3.2416475283696733,121.29983712267133,26.341918747735654,313.0704355001153,82.13090151860018,15.992166670105531
